Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location,Longitude,Latitude
220071,2022,01/24/2023,East Windsor,72 ROCKVILLE RD,140890.00,285000.00,0.4943,Residential,Single Family,,,,POINT (-72.530435013 41.881895998),-72.530435013,41.881895998
22161,2022,03/24/2023,North Haven,45 BLEECKER CIR,257180.00,489900.00,0.5250,Residential,Condo,07 - Change in Property,NOT COMPLETE ON 10/01/22,,POINT (-72.8608944 41.388683),-72.8608944,41.388683
220002,2022,10/06/2022,Lyme,12 HONEY HILL RD,161800.00,425000.00,0.3807,Residential,Single Family,,,,POINT (-72.388018012 41.423377982),-72.388018012,41.423377982
220421,2022,01/30/2023,Branford,BUCKLEY RD,127600.00,27321.00,4.6704,Vacant Land,,03 - Inter Corporation,"2 PARCELS IN ONE DEED/ 16 BUCKLEY RD =$72,600",,POINT (-72.801498971 41.270445556),-72.801498971,41.270445556
22250,2022,09/12/2023,Monroe,60 OLD COLONY RD,296900.00,636000.00,0.4668,Residential,Single Family,,,,POINT (-73.246332022 41.320442008),-73.246332022,41.320442008
220091,2022,11/01/2022,Milford,118 GULF ST #15,207680.00,350000.00,0.5933,Residential,Condo,,,,POINT (-73.048577026 41.223406015),-73.048577026,41.223406015
22113,2022,06/29/2023,Burlington,48 HUNTERS CROSSING,334950.00,750000.00,0.4466,Residential,Single Family,,,,POINT (-72.94037202 41.790226014),-72.94037202,41.790226014
220942,2022,04/11/2023,Bridgeport,161 SHERWOOD AVE #163,204130.00,480000.00,0.4252,Residential,Two Family,,,,POINT (-73.205904008 41.176400008),-73.205904008,41.176400008
220605,2022,06/05/2023,New Haven,105 BARCLAY ST,300580.00,500000.00,0.6011,Industrial,,,INCLUDES ACCESSORY LOTS 125-135 ADELINE ST,,POINT (-72.943444994 41.294129999),-72.943444994,41.294129999
22224,2022,05/19/2023,Montville,7 KILLEEN RD,170170.00,280000.00,0.6077,Residential,Single Family,16 - Charitable Group,SALE FROM A CHARITABLE ORGANIZATION,,POINT (-72.115184968 41.427397985),-72.115184968,41.427397985
220190,2022,08/29/2023,Ellington,10 AZALEA LN,297260.00,595000.00,0.4995,Residential,Single Family,,,,POINT (-72.361265995 41.92667401),-72.361265995,41.92667401
220308,2022,08/31/2023,Killingly,91 GLORIA AV,170460.00,425000.00,0.4010,Residential,Single Family,,,,POINT (-71.903095996 41.772130994),-71.903095996,41.772130994
220549,2022,07/28/2023,Enfield,24 SPIER AVE,182600.00,312000.00,0.5852,Residential,Single Family,,,,POINT (-72.59708204 41.985183005),-72.59708204,41.985183005
22055,2022,03/30/2023,Beacon Falls,75 FAIRFIELD PLACE,37490.00,395000.00,0.0949,Vacant Land,,25 - Other,SUBDIVISION PURCHASED FROM ESTATE,,POINT (-73.059274011 41.444300009),-73.059274011,41.444300009
2200459,2022,06/23/2023,East Hartford,5 COMANCHE RD,38870.00,70000.00,0.5552,Residential,Condo,,MOBILE HOME,,POINT (-72.63626867 41.734813516),-72.63626867,41.734813516
2200432,2022,08/15/2023,New Milford,63 SULLIVAN FARM,174580.00,349995.00,0.4988,Residential,Condo,,SALES RATIO,,POINT (-73.433093984 41.526118993),-73.433093984,41.526118993
220297,2022,08/15/2023,Madison,22 SILO HILL,453000.00,981000.00,0.4617,Residential,Single Family,,,,POINT (-72.652394973 41.335824016),-72.652394973,41.335824016
220127,2022,11/21/2022,Meriden,134 BALDWIN ST,159530.00,272500.00,0.5854,Residential,Single Family,,,,POINT (-72.819945027 41.523641009),-72.819945027,41.523641009
220039,2022,11/02/2022,Madison,20 BARBERRY LN,717100.00,809000.00,0.8864,Residential,Single Family,25 - Other,sale by trustee to themself,,POINT (-72.574903021 41.272514999),-72.574903021,41.272514999
22009,2022,10/21/2022,Lebanon,NORWICH AVE (276-51),4470.00,95000.00,0.0470,Vacant Land,,28 - Use Assessment,,,POINT (-72.228108812 41.571937688),-72.228108812,41.571937688
220160,2022,07/11/2023,Ellington,26 GRAND BLVD,198650.00,446000.00,0.4454,Residential,Condo,,,,POINT (-72.477611002 41.870325996),-72.477611002,41.870325996
220761,2022,07/25/2023,Meriden,9 FIESTA HGTS,178430.00,290000.00,0.6153,Residential,Single Family,25 - Other,NOT OPENLY MARKETED SOLD TO TENANT,,POINT (-72.829304008 41.542108982),-72.829304008,41.542108982
220039,2022,12/08/2022,Canton,9 FOREST LANE,140230.00,330000.00,0.4249,Residential,Single Family,,,,POINT (-72.875374971 41.820469011),-72.875374971,41.820469011
220297,2022,01/26/2023,Meriden,142 BRITANNIA ST,113330.00,165000.00,0.6868,Residential,Single Family,,,,POINT (-72.788738028 41.54937299),-72.788738028,41.54937299
2200186,2022,03/06/2023,East Haven,96 PROSPECT RD,183050.00,330000.00,0.5546,Residential,Single Family,,,,POINT (-72.873692975 41.272604014),-72.873692975,41.272604014
220555,2022,05/04/2023,Meriden,61 NO PEARL ST,128870.00,204000.00,0.6317,Residential,Single Family,,,,POINT (-72.78229402 41.535789991),-72.78229402,41.535789991
220656,2022,06/08/2023,Hamden,24 FANS ROCK RD,165690.00,345000.00,0.4802,Residential,Single Family,,,,POINT (-72.923448036 41.415750995),-72.923448036,41.415750995
220098,2022,05/03/2023,Canton,15 BIRCH ROAD,130940.00,302500.00,0.4328,Residential,Single Family,,,,POINT (-72.877156964 41.815202996),-72.877156964,41.815202996
2200461,2022,08/02/2023,Naugatuck,66-3 LANTERN PARK DRIVE,88200.00,172000.00,0.5127,Residential,Condo,,,,POINT (-73.066755027 41.508326014),-73.066755027,41.508326014
220085,2022,12/27/2022,Brookfield,934 FEDERAL ROAD,362920.00,1100000.00,0.3299,Industrial,,06 - Portion of Property,"NO MLS & 1ST DEED HAS DECEASED OWNER IN ERROR & 2ND DEED FOLLOWED REGARDING A ""PARCEL X"" WITH QUESTI",,POINT (-73.414823028 41.489175),-73.414823028,41.489175
220067,2022,11/01/2022,Branford,79 MONTOYA,94900.00,234000.00,0.4055,Residential,Condo,,,,POINT (-72.827900039 41.282571019),-72.827900039,41.282571019
220295,2022,01/25/2023,Meriden,19 SWAIN AVE,149450.00,260000.00,0.5748,Residential,Two Family,,,,POINT (-72.780130986 41.52910098),-72.780130986,41.52910098
220184,2022,06/30/2023,Colchester,23 VILLAGE CT,215600.00,385000.00,0.5600,Residential,Condo,,,,POINT (-72.333710991 41.581546004),-72.333710991,41.581546004
220924,2022,09/11/2023,Greenwich,NORTH STREET 0051,1569750.00,2562500.00,0.6125,Residential,Single Family,,,,POINT (-73.622110008 41.041267007),-73.622110008,41.041267007
220021,2022,10/26/2022,Bloomfield,34 COLD SPRING DR,189840.00,360000.00,0.5273,Residential,Single Family,,,,POINT (-72.772203969 41.823728984),-72.772203969,41.823728984
220038,2022,12/28/2022,Hebron,302 JAGGER LANE,261590.00,434900.00,0.6014,Residential,Single Family,,,,POINT (-72.408165006 41.694352004),-72.408165006,41.694352004
220073,2022,11/02/2022,Fairfield,66 CAMPFIELD DRIVE,226660.00,325000.00,0.6974,Residential,Two Family,25 - Other,ESTATE SALE,,POINT (-73.239212014 41.184834005),-73.239212014,41.184834005
220955,2022,09/05/2023,Hamden,39 IVES ST U308,124040.00,290000.00,0.4277,Residential,Condo,,,,POINT (-72.897015034 41.402366982),-72.897015034,41.402366982
220637,2022,08/01/2023,Branford,2F STONEGATE,101100.00,220000.00,0.4595,Residential,Condo,,,,POINT (-72.83491301 41.270030016),-72.83491301,41.270030016
220426,2022,03/20/2023,Meriden,83 COLONY BROOK PARK,33530.00,67000.00,0.5004,Residential,Single Family,25 - Other,ESTATE SALE OF MOBILE HOME,,POINT (-72.81498579 41.511391255),-72.81498579,41.511391255
2200278,2022,05/02/2023,New Milford,51 BULLYMUCK RD,254050.00,467000.00,0.5440,Residential,Single Family,,,,POINT (-73.468089017 41.57834001),-73.468089017,41.57834001
220971,2022,09/25/2023,Hartford,178 PARK ST UNIT D,20176.00,35000.00,0.5764,Residential,Condo,,,,POINT (-72.67908597 41.757799993),-72.67908597,41.757799993
221838,2022,05/31/2023,Manchester,28 PROSPECT STREET UNIT 11,45900.00,87000.00,0.5275,Residential,Condo,,,,POINT (-72.531802017 41.764032986),-72.531802017,41.764032986
220577,2022,01/26/2023,Bridgeport,251 JANE ST #257,142820.00,340000.00,0.4200,Residential,Single Family,,,,POINT (-73.181106985 41.190380017),-73.181106985,41.190380017
220116,2022,03/23/2023,East Hampton,16 CORNWELL TERRACE,162270.00,357000.00,0.4545,Residential,Single Family,25 - Other,ESTATE,,POINT (-72.513228977 41.600891017),-72.513228977,41.600891017
220232,2022,08/18/2023,Colchester,31 COLCHESTER COMMONS,75000.00,155000.00,0.4838,Residential,Single Family,,MOBILE HOME,,POINT (-72.28473201 41.589006987),-72.28473201,41.589006987
22246,2022,06/23/2023,North Haven,417 WASHINGTON AVE,224000.00,4250000.00,0.0527,Industrial,,25 - Other,SOLD WITH 413-419-425 WASHINGTON AVE,,POINT (-72.842942784 41.410380613),-72.842942784,41.410380613
220346,2022,04/18/2023,Enfield,16 BRAINARD RD,147000.00,230000.00,0.6391,Residential,Single Family,14 - Foreclosure,,,POINT (-72.591226023 42.013145998),-72.591226023,42.013145998
220875,2022,07/19/2023,Milford,300 MEADOWSIDE RD #202,82610.00,100000.00,0.8261,Residential,Condo,,,,POINT (-73.073864976 41.208242984),-73.073864976,41.208242984
22151,2022,03/14/2023,North Haven,8 STATE ST,174620.00,275000.00,0.6349,Residential,Single Family,01 - Family,,,POINT (-72.872113992 41.39339801),-72.872113992,41.39339801
220066,2022,12/06/2022,Brookfield,60 BERKSHIRE DRIVE,306650.00,385000.00,0.7964,Residential,Single Family,14 - Foreclosure,,,POINT (-73.440156995 41.472151983),-73.440156995,41.472151983
22035,2022,04/18/2023,Bolton,280 BOLTON CENTER RD,158700.00,285000.00,0.5568,Residential,Single Family,,,,POINT (-72.423312027 41.770766001),-72.423312027,41.770766001
220069,2022,04/13/2023,Hebron,17 BASS LAKE RD,216090.00,490000.00,0.4410,Residential,Single Family,,,,POINT (-72.329820028 41.620054018),-72.329820028,41.620054018
2200504,2022,07/25/2023,East Hartford,63 GRANDE RD,146090.00,300000.00,0.4869,Residential,Single Family,,,,POINT (-72.583042017 41.753866995),-72.583042017,41.753866995
220616,2022,06/08/2023,New Haven,786 CHAPEL ST,391720.00,640000.00,0.6120,Commercial,,,,,POINT (-72.923958997 41.305043991),-72.923958997,41.305043991
220113,2022,11/22/2022,Fairfield,21 CHANDLERS LANE SOUTH,522550.00,890000.00,0.5871,Residential,Single Family,,,,POINT (-73.277727027 41.200714987),-73.277727027,41.200714987
220229,2022,06/26/2023,Ledyard,135 WHALEHEAD RD,172060.00,300000.00,0.5735,Residential,Single Family,01 - Family,FAMILY,,POINT (-72.057136014 41.442843988),-72.057136014,41.442843988
220145,2022,04/03/2023,Colchester,67 STANDISH RD,254900.00,405000.00,0.6293,Residential,Single Family,,,,POINT (-72.376072962 41.548869992),-72.376072962,41.548869992
22097,2022,03/13/2023,Derby,130 HIGH ST,67060.00,17501.00,3.8317,Residential,Single Family,14 - Foreclosure,,,POINT (-73.07590203 41.318416983),-73.07590203,41.318416983
220015,2022,10/12/2022,Avon,3 FOREST HILLS DRIVE,162510.00,324900.00,0.5001,Residential,Single Family,,,,POINT (-72.863124988 41.807259005),-72.863124988,41.807259005
22061,2022,12/19/2022,Monroe,43 CHALK HILL RD,195900.00,370000.00,0.5294,Residential,Single Family,,,,POINT (-73.235406966 41.34262899),-73.235406966,41.34262899
220887,2022,08/24/2023,Hartford,59 EAST ST,53839.00,360000.00,0.1496,Residential,Three Family,07 - Change in Property,,TOTAL RENOVATION PER MLS,POINT (-72.67936098 41.777597001),-72.67936098,41.777597001
220199,2022,05/23/2023,New Canaan,35 BANK ST-UNIT 10,599830.00,1050000.00,0.5712,Residential,Condo,,,,POINT (-73.492417994 41.139239008),-73.492417994,41.139239008
220154,2022,03/20/2023,East Lyme,65 SEA CREST AVE,191240.00,440000.00,0.4346,Residential,Single Family,,,,POINT (-72.209916987 41.296092999),-72.209916987,41.296092999
220002,2022,10/04/2022,Brookfield,14 WOOD CREEK RD,319240.00,520000.00,0.6139,Residential,Single Family,,"MLS SALE, RECENT RESALE ADDED FINISHED BASEMENT WITHOUT PERMITS",,POINT (-73.426260973 41.48435901),-73.426260973,41.48435901
220240,2022,12/08/2022,Milford,7 ALANA DR #47,243200.00,410000.00,0.5931,Residential,Condo,,,,POINT (-73.080225433 41.217318169),-73.080225433,41.217318169
220600,2022,05/24/2023,Meriden,37 LANOUETTE ST,134540.00,39000.00,3.4497,Residential,Single Family,25 - Other,SALE MADE TO RESTORATION COMPANY,,POINT (-72.812366026 41.524330001),-72.812366026,41.524330001
220017,2022,11/21/2022,Middlefield,80 MAIN ST,189400.00,305000.00,0.6209,Residential,Single Family,25 - Other,ESTATE SALE FROM 4 DESCENDANTS,,POINT (-72.688565987 41.530673006),-72.688565987,41.530673006
220099,2022,03/15/2023,Clinton,137 EAST MAIN ST,196200.00,340000.00,0.5770,Residential,Four Family,,,,POINT (-72.515609019 41.276754984),-72.515609019,41.276754984
221317,2022,08/09/2023,Fairfield,321 CASTLE AVENUE,226870.00,525000.00,0.4321,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.233458005 41.16839198),-73.233458005,41.16839198
22115,2022,04/10/2023,Derby,1 FIFTH ST,65660.00,105000.00,0.6253,Residential,Single Family,,,,POINT (-73.08782403 41.323232009),-73.08782403,41.323232009
220945,2022,08/08/2023,Milford,0 CASWELL COVE MARINA #C2,9800.00,19000.00,0.5157,Residential,Condo,,DOCK,,POINT (-73.1059559 41.22092),-73.1059559,41.22092
220226,2022,12/27/2022,Hamden,35 BENHAM ST,122360.00,212000.00,0.5771,Residential,Single Family,,,,POINT (-72.924956024 41.363407016),-72.924956024,41.363407016
220173,2022,04/25/2023,Madison,209 RIVER RD,227100.00,475000.00,0.4781,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #220063,POINT (-72.562252969 41.283307998),-72.562252969,41.283307998
220598,2022,08/18/2023,Enfield,329 ABBE RD,174200.00,285000.00,0.6112,Residential,Single Family,,,,POINT (-72.530606004 41.94732199),-72.530606004,41.94732199
220063,2022,12/05/2022,Colchester,OLD HARTFORD RD,50400.00,115000.00,0.4382,Vacant Land,,,,,POINT (-72.377595911 41.585882641),-72.377595911,41.585882641
220203,2022,12/20/2022,Meriden,157 WILLIAMS ST,147070.00,225000.00,0.6536,Residential,Single Family,,,,POINT (-72.776555015 41.533462001),-72.776555015,41.533462001
220326,2022,08/02/2023,New London,461 BANK ST #603,197230.00,329900.00,0.5978,Residential,Condo,,,,POINT (-72.100232994 41.35068798),-72.100232994,41.35068798
220259,2022,09/15/2023,East Hampton,211 MIDDLE HADDAM RD,421650.00,1500000.00,0.2811,Residential,Single Family,25 - Other,PRIVATE SALE,,POINT (-72.543269466 41.535435381),-72.543269466,41.535435381
22193,2022,07/12/2023,Monroe,11 TURTLEBROOK TRAIL,170000.00,351500.00,0.4836,Residential,Condo,,,,POINT (-73.259288014 41.336960979),-73.259288014,41.336960979
22333,2022,09/21/2023,Montville,24 TORY DR,221620.00,410000.00,0.5405,Residential,Single Family,16 - Charitable Group,SOLD TO A CHARITABLE ORGANIZATION,,POINT (-72.111694995 41.494454006),-72.111694995,41.494454006
221774,2022,04/28/2023,Manchester,102 WETHERELL STREET UNIT 12,129200.00,221500.00,0.5832,Residential,Condo,25 - Other,EXECUTORS DEED,,POINT (-72.545741039 41.761436021),-72.545741039,41.761436021
221914,2022,05/22/2023,Bridgeport,216 MACON DR,160960.00,420000.00,0.3832,Residential,Single Family,,,,POINT (-73.226524998 41.224292988),-73.226524998,41.224292988
220240,2022,12/22/2022,Hartford,65 LINNMOORE ST,87392.00,290000.00,0.3013,Residential,Two Family,,,,POINT (-72.69024002 41.733610994),-72.69024002,41.733610994
220798,2022,08/03/2023,Meriden,111 WEBB MANOR,33880.00,90000.00,0.3764,Residential,Condo,,,,POINT (-72.827872675 41.51699413),-72.827872675,41.51699413
221410,2022,10/28/2022,Manchester,20 CARRIAGE DRIVE,209600.00,320000.00,0.6550,Residential,Single Family,,,,POINT (-72.502666019 41.754110992),-72.502666019,41.754110992
220015,2022,10/17/2022,Brooklyn,80 VENTURA DR,100100.00,261500.00,0.3827,Residential,Single Family,,,,POINT (-71.900789967 41.796248998),-71.900789967,41.796248998
22279,2022,08/24/2023,Darien,354 HOYT STREET,439390.00,1185000.00,0.3707,Residential,Single Family,,,,POINT (-73.510411006 41.101028007),-73.510411006,41.101028007
220024,2022,02/02/2023,Bethlehem,136 LAKE DR,141000.00,395000.00,0.3569,Residential,Single Family,,,,POINT (-73.20855403 41.657560981),-73.20855403,41.657560981
220021,2022,10/20/2022,Coventry,426 LEWIS HILL RD,157000.00,289000.00,0.5432,Residential,Single Family,,,,POINT (-72.31438601 41.797878985),-72.31438601,41.797878985
220776,2022,07/13/2023,Hamden,65 WASHINGTON RD,128730.00,300000.00,0.4291,Residential,Single Family,,,,POINT (-72.896389995 41.385819009),-72.896389995,41.385819009
220389,2022,01/04/2023,Branford,5D STONEGATE,68700.00,140000.00,0.4907,Residential,Condo,,,,POINT (-72.834520989 41.269468009),-72.834520989,41.269468009
223407,2022,07/12/2023,Newington,93 CHENEY LN,150420.00,140000.00,1.0744,Residential,Single Family,25 - Other,NOT AN ARMS LENGTH TRANSACTION,,POINT (-72.717217008 41.689213981),-72.717217008,41.689213981
220796,2022,07/20/2023,Hamden,17 ROCKWOOD RD,118580.00,153990.00,0.7700,Residential,Single Family,14 - Foreclosure,BANK SALE,,POINT (-72.945086003 41.34489202),-72.945086003,41.34489202
2200358,2022,05/01/2023,East Hartford,31 HIGH ST #3108,71160.00,155000.00,0.4590,Residential,Condo,,,,POINT (-72.635641979 41.744660983),-72.635641979,41.744660983
2200016,2022,10/18/2022,New Milford,52 OLD FARMS CONDO,115850.00,230000.00,0.5037,Residential,Condo,,SALES RATIO,,POINT (-73.399089022 41.55535),-73.399089022,41.55535
220833,2022,07/27/2023,Hamden,11 JEAN ST,91840.00,200000.00,0.4592,Residential,Single Family,,,,POINT (-72.898914038 41.334904982),-72.898914038,41.334904982
220020,2022,10/12/2022,East Lyme,61 S. BEECHWOOD RD.,212940.00,430000.00,0.4952,Residential,Single Family,,,,POINT (-72.231283967 41.306304001),-72.231283967,41.306304001
2200011,2022,10/05/2022,Naugatuck,71 CANDEE RD,229040.00,325000.00,0.7047,Residential,Single Family,,,,POINT (-73.023224032 41.47020801),-73.023224032,41.47020801
220325,2022,02/07/2023,Meriden,16 MOSHER ST,135730.00,235000.00,0.5775,Residential,Three Family,,,,POINT (-72.813091983 41.528655985),-72.813091983,41.528655985
220274,2022,04/13/2023,Groton,19 BANK ST,323750.00,835000.00,0.3877,Residential,Single Family,,,,POINT (-71.972348034 41.356128003),-71.972348034,41.356128003
220004,2022,10/13/2022,New Hartford,173A MAIN STREET,892360.00,1770000.00,0.5041,Commercial,,,DOLLAR GENERAL,,POINT (-72.958839426 41.862373063),-72.958839426,41.862373063
2200150,2022,12/29/2022,Naugatuck,35 FAIRCHILD ST,113820.00,85000.00,1.3390,Residential,Single Family,26 - Rehabilitation Deferred,,,POINT (-73.059156999 41.480803993),-73.059156999,41.480803993
220117,2022,01/27/2023,Avon,265 BURNHAM ROAD,241590.00,545000.00,0.4432,Residential,Single Family,,,,POINT (-72.851282029 41.778587993),-72.851282029,41.778587993
220071,2022,01/23/2023,Clinton,30 MALLARD LN,219224.00,570000.00,0.3846,Residential,Single Family,,,,POINT (-72.504482964 41.26900801),-72.504482964,41.26900801
220413,2022,05/23/2023,Enfield,13 CEDAR ST,117100.00,190000.00,0.6163,Residential,Single Family,,,,POINT (-72.54112898 41.988634002),-72.54112898,41.988634002
221069,2022,05/23/2023,Fairfield,405 HULLS HIGHWAY,573160.00,976500.00,0.5869,Residential,Single Family,,,,POINT (-73.297666988 41.14360598),-73.297666988,41.14360598
222048,2022,06/16/2023,Bridgeport,68 HEWITT ST,113890.00,300000.00,0.3796,Residential,Single Family,,,,POINT (-73.159397018 41.179537983),-73.159397018,41.179537983
220053,2022,11/30/2022,Bloomfield,23 PARK AVE,90490.00,205000.00,0.4414,Residential,Single Family,,,,POINT (-72.697588016 41.82169302),-72.697588016,41.82169302
22035,2022,12/08/2022,Haddam,888 SAYBROOK RD,186630.00,399000.00,0.4677,Residential,Single Family,,,,POINT (-72.515393017 41.480573994),-72.515393017,41.480573994
22000218,2022,04/20/2023,Cheshire,115 BELLAMY RD,241860.00,550000.00,0.4397,Residential,Single Family,,,,POINT (-72.928634003 41.48892501),-72.928634003,41.48892501
